#Id	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	Alias	dbxref	Type	Qualifier	GO	Desc
YER084W-A	chrV	+	#N/A	#N/A	327598	328110	1	327598	328110	512	#N/A	#N/A	#N/A	#N/A	Dubious
YER085C	chrV	-	327500	328218	327619	328140	1	327619	328140	521	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YER086W	chrV	+	328438	330346	328477	330207	1	328477	330207	1730	TATA-less	TAF1-enriched	328362	328331	Verified
YER087W	chrV	+	330538	332374	330576	332306	1	330576	332306	1730	TATA-less	TAF1-enriched	330498	330445	Verified
YER087C-A	chrV	-	#N/A	#N/A	331817	332368	1	331817	332368	551	#N/A	#N/A	#N/A	#N/A	Dubious
YER087C-B	chrV	-	332374	332870	332582	332830	1	332582	332830	248	TATA-less	TAF1-enriched	332893	332931	Verified
YER088C	chrV	-	333036	335318	333176	335188	1	333176	335188	2012	TATA-less	TAF1-enriched	335371	335416	Verified
YER088C-A	chrV	-	335262	336964	335696	336019	1	335696	336019	323	#N/A	#N/A	#N/A	#N/A	Dubious
YER088W-B	chrV	+	333090	336115	335927	336073	1	335927	336073	146	#N/A	#N/A	#N/A	#N/A	Dubious
YER089C	chrV	-	335873	337652	335946	337340	1	335946	337340	1394	TATA-less	TAF1-enriched	337665	337701	Verified
YER090W	chrV	+	337882	339576	337949	339472	1	337949	339472	1523	TATA-less	TAF1-enriched	337857	337833	Verified
YER090C-A	chrV	-	337685	339634	338322	338411	1	338322	338411	89	#N/A	#N/A	#N/A	#N/A	Dubious
YER091C	chrV	-	339639	342237	339864	342167	1	339864	342167	2303	TATA-containing	TAF1-depleted	342292	342325	Verified
YER091C-A	chrV	-	#N/A	#N/A	342390	342611	1	342390	342611	221	#N/A	#N/A	#N/A	#N/A	Dubious
YER092W	chrV	+	342846	343487	342855	343232	1	342855	343232	377	TATA-less	TAF1-enriched	342871	342838	Verified
YER093C	chrV	-	343262	347672	343320	347612	1	343320	347612	4292	TATA-less	TAF1-enriched	347685	347694	Verified
YER093C-A	chrV	-	347774	348423	347912	348400	2	"347912,348277,"	"348201,348400,"	488	#N/A	#N/A	#N/A	#N/A	Verified
YER094C	chrV	-	348575	349436	348729	349346	1	348729	349346	617	TATA-less	TAF1-enriched	349455	349459	Verified
YER095W	chrV	+	349913	351417	349980	351182	1	349980	351182	1202	#N/A	#N/A	#N/A	#N/A	Verified
YER096W	chrV	+	351587	353265	351698	353236	1	351698	353236	1538	#N/A	#N/A	#N/A	#N/A	Verified
YER097W	chrV	+	355129	357371	355140	355469	1	355140	355469	329	#N/A	#N/A	#N/A	#N/A	Dubious
YER098W	chrV	+	355284	358146	355466	357730	1	355466	357730	2264	#N/A	#N/A	#N/A	#N/A	Verified
YER099C	chrV	-	358031	359099	358105	359061	1	358105	359061	956	#N/A	#N/A	#N/A	#N/A	Verified
YER100W	chrV	+	359527	360406	359562	360314	1	359562	360314	752	TATA-less	TAF1-enriched	359239	359221	Verified
YER101C	chrV	-	360378	361825	360502	361794	1	360502	361794	1292	TATA-less	TAF1-enriched	361850	361886	Verified
YER102W	chrV	+	362714	363844	363100	363702	1	363100	363702	602	TATA-less	TAF1-enriched	362699	362675	Verified
YER103W	chrV	+	364585	366645	364589	366517	1	364589	366517	1928	TATA-less	TAF1-depleted	364489	364534	Verified
YER104W	chrV	+	366784	367808	366802	367428	1	366802	367428	626	TATA-less	TAF1-enriched	366740	366703	Verified
YER105C	chrV	-	367714	372034	367838	372013	1	367838	372013	4175	TATA-less	TAF1-enriched	372058	372090	Verified
YER106W	chrV	+	#N/A	#N/A	372326	373234	1	372326	373234	908	#N/A	#N/A	#N/A	#N/A	Verified
YER107C	chrV	-	373310	374738	373448	374545	1	373448	374545	1097	#N/A	#N/A	#N/A	#N/A	Verified
YER107W-A	chrV	+	#N/A	#N/A	374394	374714	1	374394	374714	320	#N/A	#N/A	#N/A	#N/A	Dubious
YER109C	chrV	-	374910	377792	375215	377614	1	375215	377614	2399	TATA-less	TAF1-enriched	377773	377795	Verified
YER110C	chrV	-	378610	382215	378762	382103	1	378762	382103	3341	TATA-less	TAF1-enriched	382239	382259	Verified
YER111C	chrV	-	382452	386069	382595	385876	1	382595	385876	3281	TATA-less	TAF1-enriched	386215	386231	Verified
YER112W	chrV	+	387131	387888	387232	387795	1	387232	387795	563	TATA-less	TAF1-enriched	387180	387154	Verified
YER113C	chrV	-	387786	390185	387932	390052	1	387932	390052	2120	TATA-less	TAF1-depleted	390140	390148	Verified
YER114C	chrV	-	390273	394033	390590	393712	1	390590	393712	3122	TATA-less	TAF1-enriched	394042	394077	Verified
YER115C	chrV	-	394179	395084	394292	394867	1	394292	394867	575	#N/A	#N/A	#N/A	#N/A	Verified
YER116C	chrV	-	395002	396272	395348	396172	1	395348	396172	824	TATA-less	TAF1-enriched	396286	396317	Verified
YER117W	chrV	+	396749	397716	396769	397653	2	"396769,397282,"	"396810,397653,"	884	TATA-less	TAF1-enriched	396714	396687	Verified
YER118C	chrV	-	397773	399247	397952	399055	1	397952	399055	1103	TATA-containing	TAF1-enriched	399231	399286	Verified
YER119C	chrV	-	399401	400868	399496	400842	1	399496	400842	1346	TATA-less	TAF1-enriched	400885	400909	Verified
YER119C-A	chrV	-	#N/A	#N/A	400867	401238	1	400867	401238	371	#N/A	#N/A	#N/A	#N/A	Dubious
YER120W	chrV	+	401101	401971	401135	401869	1	401135	401869	734	TATA-less	TAF1-enriched	401058	401038	Verified
YER121W	chrV	+	402229	402912	402375	402719	1	402375	402719	344	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YER122C	chrV	-	402731	404433	402871	404352	1	402871	404352	1481	TATA-containing	TAF1-enriched	404418	404440	Verified
YER123W	chrV	+	404625	406818	404813	406387	1	404813	406387	1574	TATA-less	TAF1-enriched	404627	404602	Verified
YER124C	chrV	-	407001	409088	407342	409063	1	407342	409063	1721	TATA-containing	TAF1-depleted	409159	409200	Verified
YER125W	chrV	+	409685	413011	410189	412618	1	410189	412618	2429	#N/A	#N/A	#N/A	#N/A	Verified
YER126C	chrV	-	413193	414206	413394	414179	1	413394	414179	785	TATA-less	TAF1-enriched	414253	414259	Verified
YER127W	chrV	+	414460	415673	414481	415554	1	414481	415554	1073	TATA-less	TAF1-enriched	414434	414429	Verified
YER128W	chrV	+	415858	416611	415859	416470	1	415859	416470	611	#N/A	#N/A	#N/A	#N/A	Verified
YER129W	chrV	+	416767	420947	417281	420709	1	417281	420709	3428	#N/A	#N/A	#N/A	#N/A	Verified
YER130C	chrV	-	420903	422513	421115	422446	1	421115	422446	1331	TATA-containing	TAF1-depleted	422575	422600	Verified
YER131W	chrV	+	423536	424431	423952	424311	1	423952	424311	359	TATA-less	TAF1-enriched	423524	423496	Verified
YER132C	chrV	-	#N/A	#N/A	425188	430449	1	425188	430449	5261	TATA-less	TAF1-enriched	430906	430929	Verified
YER133W	chrV	+	432426	434396	432495	433958	2	"432495,433197,"	"432671,433958,"	1463	TATA-less	TAF1-enriched	432390	432365	Verified
YER133W-A	chrV	+	#N/A	#N/A	437191	437532	1	437191	437532	341	#N/A	#N/A	#N/A	#N/A	Dubious
YER134C	chrV	-	437022	437849	437267	437803	1	437267	437803	536	TATA-less	TAF1-enriched	437855	437916	Verified
YER135C	chrV	-	437380	438557	437952	438344	1	437952	438344	392	#N/A	#N/A	#N/A	#N/A	Dubious
YER136W	chrV	+	439541	441295	439616	440971	1	439616	440971	1355	TATA-less	TAF1-enriched	439474	439443	Verified
YER137C	chrV	-	441212	441839	441373	441819	1	441373	441819	446	TATA-less	TAF1-depleted	441978	441956	Uncharacterized
YER137W-A	chrV	+	441299	441986	441575	441880	1	441575	441880	305	#N/A	#N/A	#N/A	#N/A	Dubious
YER138W-A	chrV	+	#N/A	#N/A	449474	449578	1	449474	449578	104	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YER139C	chrV	-	449837	451346	450563	451243	1	450563	451243	680	#N/A	#N/A	#N/A	#N/A	Verified
YER140W	chrV	+	451507	453461	451565	453235	1	451565	453235	1670	#N/A	#N/A	#N/A	#N/A	Verified
YER141W	chrV	+	453429	455158	453459	454919	1	453459	454919	1460	TATA-less	TAF1-enriched	453335	453336	Verified
YER142C	chrV	-	455110	456054	455146	456036	1	455146	456036	890	TATA-less	TAF1-enriched	456120	456143	Verified
YER143W	chrV	+	456249	457789	456319	457605	1	456319	457605	1286	#N/A	#N/A	#N/A	#N/A	Verified
YER144C	chrV	-	457693	460232	457806	460223	1	457806	460223	2417	TATA-less	TAF1-depleted	460501	460522	Verified
YER145C	chrV	-	460426	461761	460526	461740	1	460526	461740	1214	TATA-containing	TAF1-depleted	461794	461832	Verified
YER145C-A	chrV	-	461759	462853	462386	462823	1	462386	462823	437	#N/A	#N/A	#N/A	#N/A	Dubious
YER146W	chrV	+	462539	462951	462585	462866	1	462585	462866	281	TATA-less	TAF1-enriched	462509	462476	Verified
YER147C	chrV	-	462965	464908	462968	464842	1	462968	464842	1874	#N/A	#N/A	#N/A	#N/A	Verified
YER147C-A	chrV	-	#N/A	#N/A	465203	465613	1	465203	465613	410	#N/A	#N/A	#N/A	#N/A	Dubious
YER148W	chrV	+	465110	466214	465303	466025	1	465303	466025	722	TATA-less	TAF1-enriched	465063	465037	Verified
YER148W-A	chrV	+	#N/A	#N/A	466185	466763	1	466185	466763	578	#N/A	#N/A	#N/A	#N/A	Dubious
YER149C	chrV	-	466130	467521	466208	467470	1	466208	467470	1262	TATA-less	TAF1-enriched	467683	467681	Verified
YER150W	chrV	+	468335	468981	468370	468816	1	468370	468816	446	TATA-containing	TAF1-depleted	468198	468252	Verified
YER151C	chrV	-	469617	472498	469686	472424	1	469686	472424	2738	TATA-less	TAF1-enriched	472520	472550	Verified
YER152C	chrV	-	472605	474019	472657	473988	1	472657	473988	1331	#N/A	#N/A	#N/A	#N/A	Verified
YER152W-A	chrV	+	#N/A	#N/A	473485	474051	1	473485	474051	566	#N/A	#N/A	#N/A	#N/A	Dubious
YER153C	chrV	-	#N/A	#N/A	474041	474805	1	474041	474805	764	TATA-less	TAF1-enriched	474815	474816	Verified
YER154W	chrV	+	475000	476293	475020	476228	1	475020	476228	1208	TATA-less	TAF1-enriched	475017	474968	Verified
YER155C	chrV	-	#N/A	#N/A	476345	482848	1	476345	482848	6503	TATA-less	TAF1-enriched	482890	482913	Verified
YER156C	chrV	-	483211	484357	483325	484341	1	483325	484341	1016	TATA-less	TAF1-enriched	484375	484378	Uncharacterized
YER157W	chrV	+	484765	487232	484788	487193	1	484788	487193	2405	TATA-less	TAF1-enriched	484575	484627	Verified
YER158C	chrV	-	488724	490858	488857	490578	1	488857	490578	1721	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YER158W-A	chrV	+	491465	492091	491487	491702	1	491487	491702	215	TATA-containing	TAF1-enriched	491481	491455	Dubious
YER159C	chrV	-	491389	492141	491530	491958	1	491530	491958	428	TATA-less	TAF1-depleted	492160	492222	Verified
YER161C	chrV	-	499076	500386	499347	500348	1	499347	500348	1001	TATA-less	TAF1-enriched	500412	500438	Verified
YER162C	chrV	-	500520	502929	500630	502894	1	500630	502894	2264	TATA-less	TAF1-depleted	503036	503065	Verified
YER163C	chrV	-	502958	503790	503084	503782	1	503084	503782	698	#N/A	#N/A	#N/A	#N/A	Verified
YER164W	chrV	+	505080	509944	505392	509798	1	505392	509798	4406	TATA-less	TAF1-enriched	505053	505039	Verified
YER165W	chrV	+	510231	512232	510373	512106	1	510373	512106	1733	#N/A	#N/A	#N/A	#N/A	Verified
YER165C-A	chrV	-	#N/A	#N/A	512627	512983	1	512627	512983	356	#N/A	#N/A	#N/A	#N/A	Dubious
YER166W	chrV	+	#N/A	#N/A	512744	517459	1	512744	517459	4715	TATA-less	TAF1-enriched	512444	512420	Verified
YER167W	chrV	+	517926	520781	518216	520771	1	518216	520771	2555	TATA-less	TAF1-enriched	517825	517805	Verified
YER168C	chrV	-	520934	522724	521029	522669	1	521029	522669	1640	TATA-less	TAF1-enriched	522705	522731	Verified
YER169W	chrV	+	523134	525965	523369	525759	1	523369	525759	2390	TATA-less	TAF1-enriched	523138	523118	Verified
YER170W	chrV	+	525921	527007	525974	526651	1	525974	526651	677	TATA-less	TAF1-enriched	525777	525802	Verified
YER171W	chrV	+	526969	529512	527082	529418	1	527082	529418	2336	TATA-containing	TAF1-enriched	526950	526955	Verified
YER172C	chrV	-	#N/A	#N/A	529530	536021	1	529530	536021	6491	TATA-less	TAF1-enriched	536092	536118	Verified
YER172C-A	chrV	-	#N/A	#N/A	536275	536655	1	536275	536655	380	#N/A	#N/A	#N/A	#N/A	Dubious
YER173W	chrV	+	536270	538451	536300	538279	1	536300	538279	1979	#N/A	#N/A	#N/A	#N/A	Verified
YER174C	chrV	-	538323	539282	538434	539168	1	538434	539168	734	TATA-less	TAF1-enriched	539322	539364	Verified
YER175C	chrV	-	539234	540382	539464	540363	1	539464	540363	899	#N/A	#N/A	#N/A	#N/A	Verified
YER175W-A	chrV	+	539494	541575	540650	540814	1	540650	540814	164	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YER176W	chrV	+	541648	545169	541690	545055	1	541690	545055	3365	TATA-less	TAF1-enriched	541664	541652	Verified
YER177W	chrV	+	545572	546444	545611	546414	1	545611	546414	803	TATA-less	TAF1-enriched	545506	545499	Verified
YER178W	chrV	+	546789	548213	546817	548079	1	546817	548079	1262	TATA-less	TAF1-enriched	546792	546746	Verified
YER179W	chrV	+	548392	549771	548421	549517	2	"548421,548645,"	"548552,549517,"	1096	#N/A	#N/A	#N/A	#N/A	Verified
YER180C	chrV	-	549667	550547	549724	550527	1	549724	550527	803	#N/A	#N/A	#N/A	#N/A	Verified
YER180C-A	chrV	-	550778	551170	550865	551122	1	550865	551122	257	TATA-less	TAF1-enriched	551175	551216	Verified
YER181C	chrV	-	551422	552408	551473	551796	1	551473	551796	323	#N/A	#N/A	#N/A	#N/A	Dubious
YER182W	chrV	+	552490	553357	552525	553259	1	552525	553259	734	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YER183C	chrV	-	553242	553970	553334	553969	1	553334	553969	635	TATA-containing	TAF1-enriched	553996	554067	Verified
YER184C	chrV	-	556085	558754	556296	558680	1	556296	558680	2384	TATA-less	TAF1-enriched	559070	559093	Verified
YER185W	chrV	+	558961	560400	559454	560365	1	559454	560365	911	#N/A	#N/A	#N/A	#N/A	Verified
YER186C	chrV	-	561467	562810	561705	562625	1	561705	562625	920	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YER187W	chrV	+	565559	566811	566230	566655	1	566230	566655	425	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YER188W	chrV	+	568033	568989	568040	568759	1	568040	568759	719	#N/A	#N/A	#N/A	#N/A	Dubious
YER188C-A	chrV	-	#N/A	#N/A	569608	569907	1	569608	569907	299	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YER189W	chrV	+	#N/A	#N/A	571155	571523	1	571155	571523	368	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YER190W	chrV	+	#N/A	#N/A	571480	576525	1	571480	576525	5045	#N/A	#N/A	#N/A	#N/A	Verified
YER190C-A	chrV	-	#N/A	#N/A	574804	575379	1	574804	575379	575	#N/A	#N/A	#N/A	#N/A	Dubious
YER190C-B	chrV	-	#N/A	#N/A	575680	576162	1	575680	576162	482	#N/A	#N/A	#N/A	#N/A	Uncharacterized
snR80	chrV	-	#N/A	#N/A	52150	52320	#N/A	52150	52320	170	#N/A	#N/A	#N/A	#N/A	0
snR67	chrV	+	#N/A	#N/A	61352	61433	#N/A	61352	61433	81	#N/A	#N/A	#N/A	#N/A	0
snR53	chrV	+	#N/A	#N/A	61699	61789	#N/A	61699	61789	90	#N/A	#N/A	#N/A	#N/A	0
tG(GCC)E	chrV	-	#N/A	#N/A	61890	61960	#N/A	61890	61960	70	#N/A	#N/A	#N/A	#N/A	0
tS(AGA)E	chrV	+	#N/A	#N/A	86604	86685	#N/A	86604	86685	81	TATA-less	-	86592	86561	0
tM(CAU)E	chrV	+	#N/A	#N/A	100133	100204	#N/A	100133	100204	71	TATA-less	-	100118	100098	0
RPR1	chrV	-	#N/A	#N/A	117667	118035	#N/A	117667	118035	368	#N/A	#N/A	#N/A	#N/A	0
tQ(UUG)E2	chrV	-	#N/A	#N/A	131082	131153	#N/A	131082	131153	71	TATA-less	-	131169	131149	0
tK(CUU)E1	chrV	-	#N/A	#N/A	135425	135497	#N/A	135425	135497	72	TATA-less	-	135514	135459	0
tR(UCU)E	chrV	+	#N/A	#N/A	138666	138737	#N/A	138666	138737	71	TATA-less	-	138650	138660	0
snR14	chrV	-	#N/A	#N/A	167427	167586	#N/A	167427	167586	159	#N/A	#N/A	#N/A	#N/A	0
tE(UUC)E1	chrV	+	#N/A	#N/A	177099	177170	#N/A	177099	177170	71	TATA-less	-	177083	177103	0
tH(GUG)E1	chrV	+	#N/A	#N/A	207357	207428	#N/A	207357	207428	71	#N/A	#N/A	#N/A	#N/A	0
tQ(UUG)E1	chrV	+	#N/A	#N/A	250286	250357	#N/A	250286	250357	71	#N/A	#N/A	#N/A	#N/A	0
tS(UGA)E	chrV	-	#N/A	#N/A	288443	288524	#N/A	288443	288524	81	TATA-containing	-	288533	288569	0
tA(UGC)E	chrV	-	#N/A	#N/A	312023	312095	#N/A	312023	312095	72	#N/A	#N/A	#N/A	#N/A	0
SRG1	chrV	+	#N/A	#N/A	322212	322762	#N/A	322212	322762	550	#N/A	#N/A	#N/A	#N/A	0
tE(UUC)E2	chrV	+	#N/A	#N/A	354934	355005	#N/A	354934	355005	71	TATA-less	-	354917	354861	0
snR4	chrV	+	#N/A	#N/A	424698	424883	#N/A	424698	424883	185	#N/A	#N/A	#N/A	#N/A	0
snR52	chrV	-	#N/A	#N/A	431129	431220	#N/A	431129	431220	91	#N/A	#N/A	#N/A	#N/A	0
tH(GUG)E2	chrV	-	#N/A	#N/A	434541	434612	#N/A	434541	434612	71	TATA-less	-	434621	434675	0
tK(CUU)E2	chrV	-	#N/A	#N/A	435752	435824	#N/A	435752	435824	72	#N/A	#N/A	#N/A	#N/A	0
tV(AAC)E1	chrV	+	#N/A	#N/A	438700	438773	#N/A	438700	438773	73	#N/A	#N/A	#N/A	#N/A	0
SCR1	chrV	+	#N/A	#N/A	441987	442508	#N/A	441987	442508	521	#N/A	#N/A	#N/A	#N/A	0
tI(AAU)E1	chrV	-	#N/A	#N/A	443202	443275	#N/A	443202	443275	73	#N/A	#N/A	#N/A	#N/A	0
YERCTy1-1	chrV	-	#N/A	#N/A	443397	449320	#N/A	443397	449320	5923	#N/A	#N/A	#N/A	#N/A	0
tV(AAC)E2	chrV	+	#N/A	#N/A	469457	469530	#N/A	469457	469530	73	TATA-less	-	469435	0	0
tE(UUC)E3	chrV	-	#N/A	#N/A	487331	487402	#N/A	487331	487402	71	#N/A	#N/A	#N/A	#N/A	0
tR(ACG)E	chrV	-	#N/A	#N/A	492352	492424	#N/A	492352	492424	72	TATA-less	-	492433	492482	0
YERCTy1-2	chrV	-	#N/A	#N/A	492695	498421	#N/A	492695	498421	5726	#N/A	#N/A	#N/A	#N/A	0
tI(AAU)E2	chrVI	-	#N/A	#N/A	551285	551358	#N/A	551285	551358	73	TATA-less	-	551363	551404	0
YFL068W	chrVI	+	#N/A	#N/A	53	535	1	53	535	482	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YFL067W	chrVI	+	#N/A	#N/A	836	1363	1	836	1363	527	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YFL066C	chrVI	-	#N/A	#N/A	1437	2615	1	1437	2615	1178	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YFL065C	chrVI	-	#N/A	#N/A	3030	3338	1	3030	3338	308	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YFL064C	chrVI	-	#N/A	#N/A	3322	3846	1	3322	3846	524	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YFL063W	chrVI	+	#N/A	#N/A	5066	5521	1	5066	5521	455	#N/A	#N/A	#N/A	#N/A	Dubious
YFL062W	chrVI	+	6416	7646	6426	7565	1	6426	7565	1139	#N/A	#N/A	#N/A	#N/A	Verified
YFL061W	chrVI	+	#N/A	#N/A	9545	10222	1	9545	10222	677	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YFL060C	chrVI	-	#N/A	#N/A	10301	10969	1	10301	10969	668	#N/A	#N/A	#N/A	#N/A	Verified
YFL059W	chrVI	+	#N/A	#N/A	11363	12259	1	11363	12259	896	#N/A	#N/A	#N/A	#N/A	Verified
YFL058W	chrVI	+	#N/A	#N/A	12929	13951	1	12929	13951	1022	#N/A	#N/A	#N/A	#N/A	Verified
YFL057C	chrVI	-	14226	14949	14305	14763	1	14305	14763	458	#N/A	#N/A	#N/A	#N/A	Verified
YFL056C	chrVI	-	#N/A	#N/A	14793	15431	1	14793	15431	638	#N/A	#N/A	#N/A	#N/A	Verified
YFL055W	chrVI	+	16682	19085	17004	18680	1	17004	18680	1676	#N/A	#N/A	#N/A	#N/A	Verified
YFL054C	chrVI	-	20782	22852	20847	22787	1	20847	22787	1940	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YFL053W	chrVI	+	23208	25374	23423	25198	1	23423	25198	1775	#N/A	#N/A	#N/A	#N/A	Verified
YFL052W	chrVI	+	28207	30237	28232	29629	1	28232	29629	1397	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YFL051C	chrVI	-	#N/A	#N/A	30058	30540	1	30058	30540	482	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YFL050C	chrVI	-	32987	36631	33272	35848	1	33272	35848	2576	#N/A	#N/A	#N/A	#N/A	Verified
YFL049W	chrVI	+	36772	38826	36803	38674	1	36803	38674	1871	TATA-containing	TAF1-enriched	36785	36747	Verified
YFL048C	chrVI	-	38727	40202	38843	40180	1	38843	40180	1337	TATA-less	TAF1-enriched	40196	40231	Verified
YFL047W	chrVI	+	40413	42665	40421	42565	1	40421	42565	2144	TATA-less	TAF1-enriched	40396	40365	Verified
YFL046W	chrVI	+	42797	43592	42815	43438	1	42815	43438	623	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YFL045C	chrVI	-	43470	44467	43628	44392	1	43628	44392	764	TATA-less	TAF1-enriched	44509	44551	Verified
YFL044C	chrVI	-	44464	45579	44655	45560	1	44655	45560	905	TATA-less	TAF1-enriched	45586	45625	Verified
YFL042C	chrVI	-	45630	47777	45720	47744	1	45720	47744	2024	TATA-less	TAF1-enriched	47785	47814	Uncharacterized
YFL041W-A	chrVI	+	47890	49006	48734	48925	1	48734	48925	191	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YFL041W	chrVI	+	49117	51183	49139	51007	1	49139	51007	1868	TATA-containing	TAF1-enriched	49095	49057	Verified
YFL040W	chrVI	+	#N/A	#N/A	51350	52972	1	51350	52972	1622	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YFL039C	chrVI	-	53158	54816	53260	54696	2	"53260,54687,"	"54377,54696,"	1436	TATA-containing	TAF1-depleted	54855	54889	Verified
YFL038C	chrVI	-	55248	56069	55366	55986	1	55366	55986	620	TATA-less	TAF1-enriched	56072	56099	Verified
YFL037W	chrVI	+	56271	57934	56336	57709	1	56336	57709	1373	TATA-less	TAF1-enriched	56258	56229	Verified
YFL036W	chrVI	+	58563	62937	58782	62837	1	58782	62837	4055	TATA-less	TAF1-enriched	58543	58525	Verified
YFL034C-B	chrVI	-	62843	64034	63016	63993	2	"63016,63974,"	"63859,63993,"	977	TATA-less	TAF1-enriched	64075	64100	Verified
YFL034C-A	chrVI	-	64173	64974	64243	64932	2	"64243,64921,"	"64599,64932,"	689	TATA-less	TAF1-enriched	64966	64982	Verified
YFL034W	chrVI	+	65307	68810	65477	68698	1	65477	68698	3221	TATA-less	TAF1-enriched	65246	65233	Uncharacterized
YFL033C	chrVI	-	#N/A	#N/A	69115	74427	1	69115	74427	5312	TATA-less	TAF1-enriched	74703	74738	Verified
YFL032W	chrVI	+	#N/A	#N/A	74872	75192	1	74872	75192	320	#N/A	#N/A	#N/A	#N/A	Dubious
YFL031W	chrVI	+	75113	76561	75179	76147	2	"75179,76092,"	"75839,76147,"	968	TATA-less	TAF1-enriched	75031	75005	Verified
YFL031C-A	chrVI	-	#N/A	#N/A	76014	76115	1	76014	76115	101	#N/A	#N/A	#N/A	#N/A	Dubious
YFL030W	chrVI	+	76827	78067	76831	77988	1	76831	77988	1157	#N/A	#N/A	#N/A	#N/A	Verified
YFL029C	chrVI	-	77991	79215	78055	79161	1	78055	79161	1106	TATA-less	TAF1-enriched	79215	79239	Verified
YFL028C	chrVI	-	79270	80235	79344	80213	1	79344	80213	869	TATA-less	TAF1-enriched	80267	80303	Verified
YFL027C	chrVI	-	80345	81927	80419	81912	1	80419	81912	1493	TATA-less	TAF1-enriched	81960	81966	Verified
YFL026W	chrVI	+	82039	84159	82580	83875	1	82580	83875	1295	TATA-less	TAF1-depleted	82494	82449	Verified
YFL025C	chrVI	-	83992	87297	84145	87234	1	84145	87234	3089	TATA-less	TAF1-enriched	87333	87358	Verified
YFL024C	chrVI	-	87443	90648	87847	90345	1	87847	90345	2498	TATA-less	TAF1-enriched	90649	90672	Verified
YFL023W	chrVI	+	90979	93465	90986	93376	1	90986	93376	2390	TATA-less	TAF1-enriched	90941	90933	Verified
YFL022C	chrVI	-	93384	95069	93499	95010	1	93499	95010	1511	TATA-less	TAF1-enriched	95146	95164	Verified
YFL021C-A	chrVI	-	95449	97535	95761	96615	1	95761	96615	854	#N/A	#N/A	#N/A	#N/A	Dubious
YFL021W	chrVI	+	95932	97615	95966	97498	1	95966	97498	1532	TATA-containing	TAF1-depleted	95974	95929	Verified
YFL020C	chrVI	-	99116	99714	99231	99599	1	99231	99599	368	#N/A	#N/A	#N/A	#N/A	Verified
YFL019C	chrVI	-	#N/A	#N/A	100252	100605	1	100252	100605	353	#N/A	#N/A	#N/A	#N/A	Dubious
YFL018C	chrVI	-	101545	103206	101628	103127	1	101628	103127	1499	TATA-containing	TAF1-depleted	103206	103218	Verified
YFL017W-A	chrVI	+	103684	103998	103699	103932	1	103699	103932	233	TATA-less	TAF1-enriched	103656	103627	Verified
YFL017C	chrVI	-	103907	104473	103983	104462	1	103983	104462	479	TATA-containing	TAF1-depleted	104417	104432	Verified
YFL016C	chrVI	-	104598	106317	104701	106236	1	104701	106236	1535	TATA-less	TAF1-enriched	106304	106334	Verified
YFL015W-A	chrVI	+	#N/A	#N/A	106415	106732	1	106415	106732	317	#N/A	#N/A	#N/A	#N/A	Dubious
